Fecha,Region,Categoria,Cantidad_Semanal,Cantidad_Predicha
2024-06-21,Centro,Bebidas,16,16.68446746111264
2024-06-28,Centro,Bebidas,43,42.44823242177187
2024-06-29,Centro,Bebidas,43,42.81044464025294
2024-07-02,Centro,Bebidas,25,25.217031156298052
2024-07-04,Centro,Bebidas,25,25.18393886419482
2024-08-02,Centro,Bebidas,23,22.866644441102814
2024-08-04,Centro,Bebidas,23,23.016188922811317
2024-08-08,Centro,Bebidas,17,17.293607886596032
2024-08-10,Centro,Bebidas,17,17.108360881269416
2024-08-13,Centro,Bebidas,39,38.42379381926203
2024-08-19,Centro,Bebidas,28,27.80958732524873
2024-08-25,Centro,Bebidas,28,28.084335825261235
2024-08-25,Centro,Bebidas,28,27.991271037252588
2024-08-26,Centro,Bebidas,21,21.090893161607216
2024-09-11,Centro,Bebidas,14,14.027386012311664
2024-09-12,Centro,Bebidas,14,14.039362228149187
2024-09-29,Centro,Bebidas,26,26.01124476569948
2024-10-13,Centro,Bebidas,34,34.03644602850876
2024-10-17,Centro,Bebidas,38,37.931178072760865
2024-10-17,Centro,Bebidas,38,38.06940456728761
2024-10-19,Centro,Bebidas,38,37.85710859442946
2024-11-03,Centro,Bebidas,34,33.94258084913359
2024-11-08,Centro,Bebidas,31,31.055269354636753
2024-11-11,Centro,Bebidas,31,29.927140208556242
2024-11-18,Centro,Bebidas,22,23.15096588286008
2024-11-20,Centro,Bebidas,22,21.991608939017365
2024-11-25,Centro,Bebidas,25,25.058742335656515
2024-12-01,Centro,Bebidas,25,24.91980883291106
2024-12-01,Centro,Bebidas,25,25.037848854697256
2024-12-05,Centro,Bebidas,23,23.136887770631564
2024-12-11,Centro,Bebidas,30,29.787422083396464
2024-12-19,Centro,Bebidas,41,40.94258907802667
2024-12-25,Centro,Bebidas,19,19.29397328860306
2024-02-09,Cuyo,Bebidas,24,24.09801552667796
2024-02-11,Cuyo,Bebidas,24,23.792251363226807
2024-02-11,Cuyo,Bebidas,24,24.263547115280613
2024-02-17,Cuyo,Bebidas,48,47.9938066974454
2024-02-18,Cuyo,Bebidas,48,47.668366609768796
2024-02-22,Cuyo,Bebidas,9,9.240995307074218
2024-03-08,Cuyo,Bebidas,28,27.990408328784397
2024-03-17,Cuyo,Bebidas,41,40.888890235356186
2024-03-29,Cuyo,Bebidas,31,30.99508964676214
2024-04-12,Cuyo,Bebidas,22,22.080148643018543
2024-04-15,Cuyo,Bebidas,32,32.00576167030923
2024-04-16,Cuyo,Bebidas,32,31.957946750695132
2024-04-18,Cuyo,Bebidas,32,31.99256678214867
2024-04-18,Cuyo,Bebidas,32,31.936720315358354
2024-05-05,Cuyo,Bebidas,5,5.413163333193902
2024-05-11,Cuyo,Bebidas,21,20.98125479828151
2024-05-16,Cuyo,Bebidas,23,22.768839335220182
2024-05-18,Cuyo,Bebidas,23,22.964678991426542
2024-05-22,Cuyo,Bebidas,20,19.901867470199463
2024-05-23,Cuyo,Bebidas,20,19.903069352093183
2024-05-24,Cuyo,Bebidas,20,20.07965837369862
2024-06-01,Cuyo,Bebidas,27,27.235665215752228
2024-06-03,Cuyo,Bebidas,47,46.963620627103346
2024-06-05,Cuyo,Bebidas,47,46.85843772457228
2024-06-16,Cuyo,Bebidas,20,20.120213514596564
2024-06-21,Cuyo,Bebidas,20,20.18234543560476
2024-06-30,Cuyo,Bebidas,18,18.15264298827615
2024-07-06,Cuyo,Bebidas,37,36.85996229591974
2024-07-09,Cuyo,Bebidas,31,30.995510802933946
2024-07-10,Cuyo,Bebidas,31,30.96131876365584
2024-07-14,Cuyo,Bebidas,31,30.96881913983359
2024-07-15,Cuyo,Bebidas,23,23.111934111236177
2024-07-16,Cuyo,Bebidas,23,23.020186203490542
2024-07-29,Cuyo,Bebidas,31,30.84391578388692
2024-07-30,Cuyo,Bebidas,31,31.01723242537494
2024-08-05,Cuyo,Bebidas,35,34.96533354422565
2024-08-05,Cuyo,Bebidas,35,34.85509462013001
2024-08-11,Cuyo,Bebidas,35,34.994856264669814
2024-08-19,Cuyo,Bebidas,34,34.021167424189116
2024-08-21,Cuyo,Bebidas,34,34.02479857811712
2024-08-21,Cuyo,Bebidas,34,33.87478711245487
2024-09-02,Cuyo,Bebidas,17,17.108101069029864
2024-09-08,Cuyo,Bebidas,17,17.136809197929765
2024-09-20,Cuyo,Bebidas,23,23.172438295399992
2024-09-25,Cuyo,Bebidas,36,35.822098282494444
2024-10-04,Cuyo,Bebidas,18,18.288872969511292
2024-10-26,Cuyo,Bebidas,12,12.372574881673236
2024-10-31,Cuyo,Bebidas,35,35.08385600792383
2024-11-08,Cuyo,Bebidas,30,30.048221160237645
2024-11-26,Cuyo,Bebidas,33,32.93827499897919
2024-12-02,Cuyo,Bebidas,8,8.09578221154633
2024-12-15,Cuyo,Bebidas,13,13.005326349330295
2024-12-25,Cuyo,Bebidas,35,34.84318099681621
2024-02-06,NEA,Bebidas,16,
2024-02-14,NEA,Bebidas,11,16.0
2024-02-24,NEA,Bebidas,14,13.5
2024-03-22,NEA,Bebidas,4,13.666666666666666
2024-03-30,NEA,Bebidas,12,11.25
2024-04-15,NEA,Bebidas,24,11.4
2024-04-21,NEA,Bebidas,24,13.5
2024-05-17,NEA,Bebidas,3,15.0
2024-05-27,NEA,Bebidas,32,13.5
2024-06-01,NEA,Bebidas,32,15.555555555555555
2024-06-02,NEA,Bebidas,32,17.2
2024-06-02,NEA,Bebidas,32,18.545454545454547
2024-06-14,NEA,Bebidas,27,20.0
2024-06-15,NEA,Bebidas,27,21.454545454545453
2024-06-16,NEA,Bebidas,27,22.636363636363637
2024-06-22,NEA,Bebidas,19,24.727272727272727
2024-06-25,NEA,Bebidas,18,25.363636363636363
2024-06-27,NEA,Bebidas,18,24.818181818181817
2024-06-29,NEA,Bebidas,18,24.272727272727273
2024-07-17,NEA,Bebidas,13,25.636363636363637
2024-07-28,NEA,Bebidas,25,23.90909090909091
2024-07-30,NEA,Bebidas,14,23.272727272727273
2024-08-08,NEA,Bebidas,25,21.636363636363637
2024-08-10,NEA,Bebidas,25,21.0
2024-08-19,NEA,Bebidas,13,20.818181818181817
2024-08-20,NEA,Bebidas,13,19.545454545454547
2024-09-04,NEA,Bebidas,29,18.272727272727273
2024-09-07,NEA,Bebidas,29,19.181818181818183
2024-09-22,NEA,Bebidas,20,20.181818181818183
2024-09-28,NEA,Bebidas,34,20.363636363636363
2024-10-03,NEA,Bebidas,27,21.818181818181817
2024-10-06,NEA,Bebidas,27,23.09090909090909
2024-10-17,NEA,Bebidas,22,23.272727272727273
2024-10-25,NEA,Bebidas,3,24.0
2024-11-05,NEA,Bebidas,27,22.0
2024-11-30,NEA,Bebidas,17,22.181818181818183
2024-12-13,NEA,Bebidas,24,22.545454545454547
2024-12-26,NEA,Bebidas,18,23.545454545454547
2024-06-27,NOA,Bebidas,6,
2024-07-11,NOA,Bebidas,8,6.0
2024-07-18,NOA,Bebidas,16,7.0
2024-07-24,NOA,Bebidas,4,10.0
2024-09-19,NOA,Bebidas,2,8.5
2024-10-01,NOA,Bebidas,5,7.2
2024-11-04,NOA,Bebidas,5,6.833333333333333
2024-12-01,NOA,Bebidas,4,6.571428571428571
2024-12-09,NOA,Bebidas,5,6.25
2024-12-21,NOA,Bebidas,7,6.111111111111111
2024-12-27,NOA,Bebidas,4,6.2
2024-02-04,Patagonia,Bebidas,19,18.831827670056615
2024-02-10,Patagonia,Bebidas,24,23.98758309025255
2024-02-19,Patagonia,Bebidas,15,15.01088724423287
2024-02-29,Patagonia,Bebidas,26,26.030612321466517
2024-03-03,Patagonia,Bebidas,26,26.066639764742323
2024-03-15,Patagonia,Bebidas,37,36.8603467149541
2024-03-16,Patagonia,Bebidas,37,36.94264432368501
2024-03-16,Patagonia,Bebidas,37,36.924050254023456
2024-03-27,Patagonia,Bebidas,23,23.165067557150525
2024-04-14,Patagonia,Bebidas,34,34.08322652174853
2024-04-16,Patagonia,Bebidas,46,45.78908186972148
2024-04-18,Patagonia,Bebidas,46,45.91909807281296
2024-04-19,Patagonia,Bebidas,46,46.01244986643599
2024-04-26,Patagonia,Bebidas,28,28.053561408918675
2024-05-03,Patagonia,Bebidas,35,34.61608964052407
2024-05-08,Patagonia,Bebidas,25,25.21911713304726
2024-05-10,Patagonia,Bebidas,25,25.110084582527367
2024-05-13,Patagonia,Bebidas,25,25.048291316151403
2024-05-13,Patagonia,Bebidas,25,24.938825949022696
2024-05-18,Patagonia,Bebidas,25,25.016163031210414
2024-05-31,Patagonia,Bebidas,23,23.078925388267972
2024-06-05,Patagonia,Bebidas,33,32.872467528558694
2024-06-06,Patagonia,Bebidas,33,33.13591383084482
2024-06-08,Patagonia,Bebidas,33,32.97546942186741
2024-06-11,Patagonia,Bebidas,46,45.95706629583003
2024-06-17,Patagonia,Bebidas,45,44.916428407032896
2024-06-24,Patagonia,Bebidas,36,35.956135879700284
2024-06-25,Patagonia,Bebidas,36,36.03391276220208
2024-07-05,Patagonia,Bebidas,35,34.86933888878887
2024-07-06,Patagonia,Bebidas,35,35.12385723986466
2024-07-12,Patagonia,Bebidas,22,22.13850532171494
2024-07-16,Patagonia,Bebidas,33,32.8750745074041
2024-07-22,Patagonia,Bebidas,40,39.74801783558898
2024-08-22,Patagonia,Bebidas,25,25.051688149542958
2024-08-29,Patagonia,Bebidas,21,20.91777968811537
2024-09-01,Patagonia,Bebidas,21,21.04662542845291
2024-09-22,Patagonia,Bebidas,23,22.97654500883138
2024-09-27,Patagonia,Bebidas,28,27.917969003848828
2024-10-03,Patagonia,Bebidas,24,24.025781972160832
2024-10-05,Patagonia,Bebidas,24,23.94504454015184
2024-10-15,Patagonia,Bebidas,20,20.458168893085336
2024-10-22,Patagonia,Bebidas,26,25.981392841108605
2024-10-23,Patagonia,Bebidas,26,26.12763317312144
2024-11-09,Patagonia,Bebidas,56,56.06660395356602
2024-11-18,Patagonia,Bebidas,58,57.95322460294186
2024-11-22,Patagonia,Bebidas,58,57.846933812062034
2024-12-01,Patagonia,Bebidas,24,24.20771750246906
2024-12-02,Patagonia,Bebidas,29,28.974603343743503
2024-12-08,Patagonia,Bebidas,29,28.921723190423567
2024-12-12,Patagonia,Bebidas,19,18.908900198831905
2024-12-13,Patagonia,Bebidas,19,19.1022469623501
2024-12-16,Patagonia,Bebidas,21,20.980233194484274
2024-12-19,Patagonia,Bebidas,21,21.10625261126228
2024-12-19,Patagonia,Bebidas,21,20.896314744487285
2024-12-28,Patagonia,Bebidas,22,22.017761376883676
2024-12-28,Patagonia,Bebidas,22,22.050507559754806
2024-02-03,Buenos Aires,Congelados,10,11.323475516116178
2024-02-05,Buenos Aires,Congelados,43,42.90732079449118
2024-02-07,Buenos Aires,Congelados,43,42.77955614320826
2024-02-13,Buenos Aires,Congelados,66,65.98533776806684
2024-02-18,Buenos Aires,Congelados,66,65.89673492043246
2024-02-18,Buenos Aires,Congelados,66,66.05448536311123
2024-02-20,Buenos Aires,Congelados,40,40.07757449047928
2024-02-22,Buenos Aires,Congelados,40,40.26183701238214
2024-02-27,Buenos Aires,Congelados,55,54.95389029758949
2024-02-28,Buenos Aires,Congelados,55,54.95146481279172
2024-02-28,Buenos Aires,Congelados,55,54.8153689710465
2024-02-28,Buenos Aires,Congelados,55,55.006069299676966
2024-02-28,Buenos Aires,Congelados,55,54.98379089460041
2024-03-06,Buenos Aires,Congelados,41,41.1379198763268
2024-03-07,Buenos Aires,Congelados,41,41.30002768337637
2024-03-07,Buenos Aires,Congelados,41,41.08317382446976
2024-03-11,Buenos Aires,Congelados,40,39.969670016019286
2024-03-19,Buenos Aires,Congelados,65,64.84729210896859
2024-03-25,Buenos Aires,Congelados,85,84.9131585103019
2024-03-26,Buenos Aires,Congelados,85,84.87188534176919
2024-03-27,Buenos Aires,Congelados,85,84.92266972757628
2024-03-29,Buenos Aires,Congelados,85,84.81733707904185
2024-04-12,Buenos Aires,Congelados,47,47.04122752738586
2024-04-12,Buenos Aires,Congelados,47,47.02013175861946
2024-04-12,Buenos Aires,Congelados,47,46.96384738297033
2024-04-13,Buenos Aires,Congelados,47,47.06845529884697
2024-04-13,Buenos Aires,Congelados,47,46.933533311273926
2024-04-20,Buenos Aires,Congelados,41,41.14923658359031
2024-05-08,Buenos Aires,Congelados,64,63.87522169286245
2024-05-09,Buenos Aires,Congelados,64,63.961466576792496
2024-05-11,Buenos Aires,Congelados,64,63.97115048747351
2024-05-12,Buenos Aires,Congelados,64,64.00168148294705
2024-05-13,Buenos Aires,Congelados,57,56.8573450427624
2024-05-16,Buenos Aires,Congelados,57,57.18405231402654
2024-05-20,Buenos Aires,Congelados,49,49.10693783298221
2024-05-20,Buenos Aires,Congelados,49,48.9714229897625
2024-05-25,Buenos Aires,Congelados,49,49.12500752926398
2024-05-26,Buenos Aires,Congelados,49,49.09959835288917
2024-05-28,Buenos Aires,Congelados,71,70.87396815004568
2024-05-29,Buenos Aires,Congelados,71,71.1114951898838
2024-05-31,Buenos Aires,Congelados,71,70.995863814428
2024-06-06,Buenos Aires,Congelados,64,63.90406537754174
2024-06-06,Buenos Aires,Congelados,64,63.89170003764886
2024-06-08,Buenos Aires,Congelados,64,63.80016165455793
2024-06-11,Buenos Aires,Congelados,46,45.86967640069365
2024-06-13,Buenos Aires,Congelados,46,46.15489139395157
2024-06-13,Buenos Aires,Congelados,46,46.13145464710429
2024-06-18,Buenos Aires,Congelados,35,34.99983149311715
2024-06-24,Buenos Aires,Congelados,41,40.96639348479119
2024-06-25,Buenos Aires,Congelados,41,41.14091150106383
2024-06-27,Buenos Aires,Congelados,41,41.00254841564901
2024-06-30,Buenos Aires,Congelados,41,41.025261734293466
2024-07-01,Buenos Aires,Congelados,61,60.81600818149581
2024-07-03,Buenos Aires,Congelados,61,60.83722682650957
2024-07-07,Buenos Aires,Congelados,61,60.80462076891596
2024-07-07,Buenos Aires,Congelados,61,61.103520722875196
2024-07-09,Buenos Aires,Congelados,58,57.984297370612104
2024-07-17,Buenos Aires,Congelados,35,35.012485816413395
2024-07-19,Buenos Aires,Congelados,35,35.10218384994342
2024-07-19,Buenos Aires,Congelados,35,35.01140543331743
2024-07-20,Buenos Aires,Congelados,35,35.12215699349502
2024-07-23,Buenos Aires,Congelados,76,75.58318400465272
2024-07-26,Buenos Aires,Congelados,76,75.53618993686277
2024-08-06,Buenos Aires,Congelados,47,47.12202233709835
2024-08-07,Buenos Aires,Congelados,47,46.98208519508497
2024-08-11,Buenos Aires,Congelados,47,47.01456938575155
2024-08-12,Buenos Aires,Congelados,56,56.106068459307664
2024-08-15,Buenos Aires,Congelados,56,55.88746362294279
2024-08-17,Buenos Aires,Congelados,56,55.901992922293914
2024-08-22,Buenos Aires,Congelados,70,69.92559486017434
2024-08-25,Buenos Aires,Congelados,70,69.99310368538553
2024-08-25,Buenos Aires,Congelados,70,69.85328231852976
2024-08-29,Buenos Aires,Congelados,37,37.06685278617884
2024-09-09,Buenos Aires,Congelados,40,40.109954624448854
2024-09-12,Buenos Aires,Congelados,40,40.08957007076508
2024-09-13,Buenos Aires,Congelados,40,39.88798831749738
2024-09-14,Buenos Aires,Congelados,40,40.12770457827438
2024-09-15,Buenos Aires,Congelados,40,40.46722962709164
2024-09-16,Buenos Aires,Congelados,57,56.8318899522662
2024-09-18,Buenos Aires,Congelados,57,56.9220031147241
2024-09-21,Buenos Aires,Congelados,57,57.09979280534533
2024-09-22,Buenos Aires,Congelados,57,56.8569295748358
2024-09-26,Buenos Aires,Congelados,29,29.605640877295237
2024-09-26,Buenos Aires,Congelados,29,28.971007915673336
2024-10-01,Buenos Aires,Congelados,74,73.95742954970548
2024-10-02,Buenos Aires,Congelados,74,74.03469487449556
2024-10-03,Buenos Aires,Congelados,74,74.04873309386633
2024-10-15,Buenos Aires,Congelados,100,99.8487010654327
2024-10-15,Buenos Aires,Congelados,100,100.0217802719206
2024-10-17,Buenos Aires,Congelados,100,99.97284936873731
2024-10-20,Buenos Aires,Congelados,100,100.1304194311937
2024-10-22,Buenos Aires,Congelados,52,51.89682979257526
2024-10-23,Buenos Aires,Congelados,52,52.040022275167715
2024-10-27,Buenos Aires,Congelados,52,52.061362429781475
2024-11-02,Buenos Aires,Congelados,45,45.21560665607844
2024-11-04,Buenos Aires,Congelados,65,64.79705575293666
2024-11-09,Buenos Aires,Congelados,65,65.02507694504168
2024-11-09,Buenos Aires,Congelados,65,65.02650921789103
2024-11-10,Buenos Aires,Congelados,65,64.95844307610079
2024-11-12,Buenos Aires,Congelados,67,66.94738349843436
2024-11-13,Buenos Aires,Congelados,67,67.04004204562777
2024-11-13,Buenos Aires,Congelados,67,66.92722323916827
2024-11-18,Buenos Aires,Congelados,30,29.92295761831193
2024-11-21,Buenos Aires,Congelados,30,30.501331533689935
2024-11-26,Buenos Aires,Congelados,80,79.82137890416558
2024-11-29,Buenos Aires,Congelados,80,79.95780559577338
2024-11-29,Buenos Aires,Congelados,80,79.8543784771187
2024-11-29,Buenos Aires,Congelados,80,79.91298319753038
2024-11-30,Buenos Aires,Congelados,80,79.91174567208172
2024-12-03,Buenos Aires,Congelados,49,48.78166687125451
2024-12-04,Buenos Aires,Congelados,49,49.08969748514938
2024-12-05,Buenos Aires,Congelados,49,48.94416933450035
2024-12-05,Buenos Aires,Congelados,49,49.04756632515367
2024-12-07,Buenos Aires,Congelados,49,48.94203077825518
2024-12-07,Buenos Aires,Congelados,49,48.98134590386813
2024-12-24,Buenos Aires,Congelados,57,56.94119243532291
2024-12-28,Buenos Aires,Congelados,57,56.93133577881042
2024-12-30,Buenos Aires,Congelados,14,14.299146815792195
2024-02-07,Centro,Congelados,20,20.050644743439104
2024-02-10,Centro,Congelados,20,19.994801117168638
2024-02-13,Centro,Congelados,39,39.02223086099297
2024-02-16,Centro,Congelados,39,38.99418912069014
2024-02-17,Centro,Congelados,39,39.013416026993774
2024-02-26,Centro,Congelados,35,34.9413261454598
2024-02-26,Centro,Congelados,35,34.89712645078668
2024-03-10,Centro,Congelados,22,22.162457314091583
2024-03-17,Centro,Congelados,27,27.065517888486323
2024-03-20,Centro,Congelados,32,31.954331200906434
2024-03-26,Centro,Congelados,32,31.86548381139962
2024-03-27,Centro,Congelados,32,32.018767867356466
2024-04-03,Centro,Congelados,21,20.992724159081163
2024-04-10,Centro,Congelados,27,27.080136172940904
2024-04-11,Centro,Congelados,27,27.149293453858068
2024-04-25,Centro,Congelados,45,44.93285459278868
2024-04-25,Centro,Congelados,45,44.969065747620725
2024-05-02,Centro,Congelados,38,37.935755555442405
2024-05-02,Centro,Congelados,38,37.98751032692821
2024-05-04,Centro,Congelados,38,38.06537927306724
2024-05-10,Centro,Congelados,40,39.84016029372468
2024-05-14,Centro,Congelados,20,20.04029480464356
2024-05-16,Centro,Congelados,20,20.084169610443094
2024-05-21,Centro,Congelados,39,38.995533322426915
