ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Metodo_Pago_cat,Estado,Categoria,ID_Categoria,Precio_Unitario,Region,ID_Metodo,Metodo_Pago,ID_Ticket,Monto_Venta,semana,mes,dia_semana,ventas_categoria_lag_1,ventas_region_lag_1,cantidad_lag_1,ventas_categoria_rolling_mean_3,ventas_region_rolling_mean_3,ventas_categoria_rolling_std_3,ventas_region_rolling_std_3,ventas_categoria_rolling_mean_7,ventas_region_rolling_mean_7,ventas_categoria_rolling_std_7,ventas_region_rolling_std_7,ventas_categoria_rolling_mean_14,ventas_region_rolling_mean_14,ventas_categoria_rolling_std_14,ventas_region_rolling_std_14,ventas_categoria_rolling_mean_30,ventas_region_rolling_mean_30,ventas_categoria_rolling_std_30,ventas_region_rolling_std_30,ventas_categoria_rolling_mean_2_weeks,ventas_region_rolling_mean_2_weeks,ventas_categoria_rolling_mean_3_weeks,ventas_region_rolling_mean_3_weeks,ventas_categoria_rolling_mean_4_weeks,ventas_region_rolling_mean_4_weeks,ventas_categoria_rolling_mean_5_weeks,ventas_region_rolling_mean_5_weeks,ventas_categoria_rolling_mean_6_weeks,ventas_region_rolling_mean_6_weeks,precio_x_cantidad,cantidad_/_ventas_categoria_rmean_3,cantidad_/_ventas_region_rmean_3,cantidad_/_ventas_categoria_rstd_3,cantidad_/_ventas_region_rstd_3,cantidad_/_ventas_categoria_rmean_7,cantidad_/_ventas_region_rmean_7,cantidad_/_ventas_categoria_rstd_7,cantidad_/_ventas_region_rstd_7,cantidad_/_ventas_categoria_rmean_14,cantidad_/_ventas_region_rmean_14,cantidad_/_ventas_categoria_rstd_14,cantidad_/_ventas_region_rstd_14,cantidad_/_ventas_categoria_rmean_30,cantidad_/_ventas_region_rmean_30,cantidad_/_ventas_categoria_rstd_30,cantidad_/_ventas_region_rstd_30,ventas_categoria_rmean_7_/_14,ventas_region_rmean_7_/_14,ventas_categoria_rmean_+_rstd_7,ventas_region_rmean_+_rstd_7,ventas_categoria_rmean_*_rstd_7,ventas_region_rmean_*_rstd_7,ID_Region,Cluster
2370,2024-10-13,19,28,5,2,Completa,Bebidas,6,9.45,Centro,2,Tarjeta de Crédito,162,47.25,41,10,6,4.0,4.0,4.0,3.333333333333333,3.333333333333333,2.081665999466133,2.0816659994661326,2.857142857142857,2.857142857142857,1.4638501094227978,1.4638501094227985,2.571428571428572,2.571428571428572,1.2224996910042534,1.2224996910042545,3.033333333333333,3.033333333333333,1.4015590662158897,1.4015590662158883,2.571428571428572,2.571428571428572,2.9047619047619047,2.9047619047619047,3.0357142857142856,3.0357142857142856,3.3142857142857145,3.3142857142857145,3.357142857142857,3.357142857142857,37.8,1.2,1.2,1.9215378456610448,1.9215378456610457,1.4,1.4,2.7325202042558967,2.732520204255896,1.5555555555555554,1.5555555555555554,3.2719844670996183,3.271984467099616,1.3186813186813189,1.3186813186813189,2.853964628690046,2.853964628690049,1.1111111111111112,1.1111111111111112,4.320992966565655,4.320992966565656,4.1824288840651365,4.182428884065138,1,1
1209,2024-10-17,19,28,3,4,Completa,Bebidas,6,9.45,Centro,4,Mercado Pago,163,28.35,42,10,3,5.0,5.0,5.0,4.666666666666667,4.666666666666667,0.577350269189631,0.5773502691896294,3.142857142857143,3.142857142857143,1.67616341969505,1.6761634196950506,2.7142857142857144,2.7142857142857144,1.3827826698682308,1.3827826698682315,3.1,3.1,1.4467561813504943,1.4467561813504932,2.7142857142857144,2.7142857142857144,2.9047619047619047,2.9047619047619047,3.107142857142857,3.107142857142857,3.2857142857142856,3.2857142857142856,3.380952380952381,3.380952380952381,47.25,1.0714285714285714,1.0714285714285714,8.66025403784431,8.660254037844332,1.590909090909091,1.590909090909091,2.983002696067467,2.9830026960674663,1.8421052631578947,1.8421052631578947,3.6158972114370393,3.615897211437037,1.6129032258064515,1.6129032258064515,3.4560073524847024,3.456007352484705,1.157894736842105,1.157894736842105,4.819020562552193,4.819020562552193,5.267942176184443,5.2679421761844445,1,4
1969,2024-10-17,233,29,1,1,Completa,Bebidas,6,11.54,Centro,1,Efectivo,2117,11.54,42,10,3,3.0,3.0,3.0,4.0,4.0,1.0000000000000018,1.0000000000000009,3.142857142857143,3.142857142857143,1.67616341969505,1.6761634196950506,2.7857142857142856,2.7857142857142856,1.3688047244316388,1.3688047244316393,3.1,3.1,1.4467561813504943,1.4467561813504932,2.7857142857142856,2.7857142857142856,2.857142857142857,2.857142857142857,3.142857142857143,3.142857142857143,3.2,3.2,3.4047619047619047,3.4047619047619047,34.62,0.75,0.75,2.9999999999999947,2.9999999999999973,0.9545454545454546,0.9545454545454546,1.7898016176404803,1.7898016176404798,1.0769230769230769,1.0769230769230769,2.19169319513101,2.191693195131009,0.9677419354838708,0.9677419354838708,2.0736044114908214,2.073604411490823,1.1282051282051282,1.1282051282051282,4.819020562552193,4.819020562552193,5.267942176184443,5.2679421761844445,1,2
2115,2024-10-19,250,29,4,5,Pendiente,Bebidas,6,11.54,Centro,5,Transferencia,2275,46.16,42,10,5,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.857142857142857,2.857142857142857,1.8644544714716076,1.864454471471608,2.7857142857142856,2.7857142857142856,1.3688047244316388,1.3688047244316393,3.033333333333333,3.033333333333333,1.4967397519467014,1.4967397519467005,2.7857142857142856,2.7857142857142856,2.857142857142857,2.857142857142857,3.0,3.0,3.142857142857143,3.142857142857143,3.333333333333333,3.333333333333333,11.54,0.3333333333333333,0.3333333333333333,0.5,0.5000000000000001,0.35,0.35,0.5363499164507372,0.5363499164507372,0.358974358974359,0.358974358974359,0.7305643983770033,0.730564398377003,0.3296703296703296,0.3296703296703296,0.6681188220593274,0.6681188220593278,1.0256410256410258,1.0256410256410258,4.721597328614465,4.721597328614465,5.327012775633164,5.327012775633165,1,1
1029,2024-11-03,9,29,1,5,Pendiente,Bebidas,6,11.54,Centro,5,Transferencia,78,11.54,44,11,6,4.0,4.0,4.0,2.6666666666666665,2.6666666666666665,1.5275252316519463,1.5275252316519456,3.2857142857142856,3.2857142857142856,1.7043362064926924,1.7043362064926926,2.9285714285714284,2.9285714285714284,1.3847680013570571,1.3847680013570576,3.1,3.1,1.4936647825930096,1.4936647825930087,2.9285714285714284,2.9285714285714284,2.9047619047619047,2.9047619047619047,3.0,3.0,3.1142857142857143,3.1142857142857143,3.2857142857142856,3.2857142857142856,46.16,1.5,1.5,2.618614682831909,2.61861468283191,1.2173913043478262,1.2173913043478262,2.3469547761538743,2.346954776153874,1.3658536585365857,1.3658536585365857,2.8885705013981005,2.8885705013981,1.2903225806451613,1.2903225806451613,2.677977044525332,2.677977044525333,1.1219512195121952,1.1219512195121952,4.9900504922069775,4.990050492206978,5.599961821333132,5.599961821333133,1,2
1721,2024-11-08,46,30,4,1,Completa,Bebidas,6,13.54,Centro,1,Efectivo,411,54.16,45,11,4,1.0,1.0,1.0,2.0,2.0,1.732050807568876,1.7320508075688756,3.2857142857142856,3.2857142857142856,1.7043362064926924,1.7043362064926926,2.857142857142857,2.857142857142857,1.460091823094744,1.4600918230947444,2.966666666666667,2.966666666666667,1.4967397519467014,1.4967397519467005,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.892857142857143,2.892857142857143,3.0,3.0,3.261904761904762,3.261904761904762,13.54,0.5,0.5,0.5773502691896262,0.5773502691896263,0.3043478260869565,0.3043478260869565,0.5867386940384686,0.5867386940384685,0.35,0.35,0.6848884324825857,0.6848884324825855,0.3370786516853932,0.3370786516853932,0.6681188220593274,0.6681188220593279,1.15,1.15,4.9900504922069775,4.990050492206978,5.599961821333132,5.599961821333133,1,2
940,2024-11-11,220,29,4,2,Completa,Bebidas,6,11.54,Centro,2,Tarjeta de Crédito,2000,46.16,46,11,0,4.0,4.0,4.0,3.0,3.0,1.7320508075688774,1.732050807568877,3.142857142857143,3.142857142857143,1.5735915849388848,1.5735915849388853,3.0,3.0,1.467598771410686,1.4675987714106862,2.966666666666667,2.966666666666667,1.4967397519467014,1.4967397519467005,3.0,3.0,2.857142857142857,2.857142857142857,3.0,3.0,3.0285714285714285,3.0285714285714285,3.2142857142857144,3.2142857142857144,46.16,1.3333333333333333,1.3333333333333333,2.309401076758503,2.309401076758504,1.2727272727272727,1.2727272727272727,2.5419556372089724,2.541955637208972,1.3333333333333333,1.3333333333333333,2.725540575476987,2.7255405754769866,1.348314606741573,1.348314606741573,2.672475288237309,2.672475288237312,1.0476190476190477,1.0476190476190477,4.716448727796028,4.716448727796028,4.945573552665066,4.945573552665068,1,1
1236,2024-11-18,228,29,4,2,Completa,Bebidas,6,11.54,Centro,2,Tarjeta de Crédito,2065,46.16,47,11,0,4.0,4.0,4.0,3.0,3.0,1.7320508075688774,1.732050807568877,3.142857142857143,3.142857142857143,1.5735915849388848,1.5735915849388853,3.0,3.0,1.467598771410686,1.4675987714106862,2.966666666666667,2.966666666666667,1.4967397519467014,1.4967397519467005,3.0,3.0,2.761904761904762,2.761904761904762,2.9642857142857144,2.9642857142857144,3.057142857142857,3.057142857142857,3.2857142857142856,3.2857142857142856,46.16,1.3333333333333333,1.3333333333333333,2.309401076758503,2.309401076758504,1.2727272727272727,1.2727272727272727,2.5419556372089724,2.541955637208972,1.3333333333333333,1.3333333333333333,2.725540575476987,2.7255405754769866,1.348314606741573,1.348314606741573,2.672475288237309,2.672475288237312,1.0476190476190477,1.0476190476190477,4.716448727796028,4.716448727796028,4.945573552665066,4.945573552665068,1,1
2535,2024-11-20,118,29,2,3,Completa,Bebidas,6,11.54,Centro,3,Tarjeta de Débito,1080,23.08,47,11,2,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,1.4142135623730934,1.4142135623730938,3.071428571428572,3.071428571428572,1.4917354742965412,1.4917354742965412,3.066666666666667,3.066666666666667,1.4605934866804438,1.4605934866804424,3.071428571428572,3.071428571428572,2.8095238095238093,2.8095238095238093,2.9285714285714284,2.9285714285714284,3.085714285714286,3.085714285714286,3.238095238095238,3.238095238095238,46.16,1.0,1.0,,,1.3333333333333333,1.3333333333333333,2.8284271247461934,2.8284271247461925,1.3023255813953487,1.3023255813953487,2.6814405562663737,2.6814405562663737,1.3043478260869563,1.3043478260869563,2.7386127875258293,2.7386127875258315,0.9767441860465116,0.9767441860465116,4.414213562373093,4.414213562373094,4.24264068711928,4.242640687119281,1,2
440,2024-11-25,269,30,1,3,Completa,Bebidas,6,13.54,Centro,3,Tarjeta de Débito,2429,13.54,48,11,0,2.0,2.0,2.0,3.333333333333333,3.333333333333333,1.1547005383792524,1.1547005383792517,2.857142857142857,2.857142857142857,1.463850109422798,1.4638501094227985,3.0,3.0,1.5191090506255005,1.5191090506255005,2.966666666666667,2.966666666666667,1.4259499757471632,1.425949975747162,3.0,3.0,2.8095238095238093,2.8095238095238093,2.857142857142857,2.857142857142857,3.085714285714286,3.085714285714286,3.142857142857143,3.142857142857143,27.08,0.6,0.6,1.732050807568876,1.7320508075688774,0.7,0.7,1.366260102127948,1.3662601021279477,0.6666666666666666,0.6666666666666666,1.3165611772087662,1.3165611772087662,0.6741573033707865,0.6741573033707865,1.4025737466365529,1.4025737466365538,0.9523809523809524,0.9523809523809524,4.320992966565656,4.320992966565656,4.182428884065137,4.182428884065138,1,2
404,2024-12-01,72,29,3,1,Pendiente,Bebidas,6,11.54,Centro,1,Efectivo,668,34.62,48,12,6,1.0,1.0,1.0,2.333333333333333,2.333333333333333,1.527525231651946,1.5275252316519454,2.857142857142857,2.857142857142857,1.463850109422798,1.4638501094227985,2.857142857142857,2.857142857142857,1.6104057232283404,1.6104057232283409,2.833333333333333,2.833333333333333,1.4162440207947158,1.4162440207947142,2.857142857142857,2.857142857142857,2.8095238095238093,2.8095238095238093,2.857142857142857,2.857142857142857,2.9714285714285715,2.9714285714285715,3.095238095238096,3.095238095238096,11.54,0.4285714285714285,0.4285714285714285,0.6546536707079774,0.6546536707079776,0.35,0.35,0.6831300510639741,0.6831300510639738,0.35,0.35,0.6209615288719447,0.6209615288719444,0.3529411764705882,0.3529411764705882,0.7060930075022359,0.7060930075022367,1.0,1.0,4.320992966565656,4.320992966565656,4.182428884065137,4.182428884065138,1,2
1820,2024-12-01,170,30,2,1,Completa,Bebidas,6,13.54,Centro,1,Efectivo,1552,27.08,48,12,6,3.0,3.0,3.0,2.0,2.0,0.9999999999999984,0.9999999999999976,2.7142857142857144,2.7142857142857144,1.3801311186847065,1.3801311186847067,3.0,3.0,1.5191090506255005,1.5191090506255005,2.8,2.8,1.3995073024658264,1.3995073024658249,3.0,3.0,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.942857142857143,2.942857142857143,3.0476190476190474,3.0476190476190474,40.62,1.5,1.5,3.000000000000005,3.0000000000000075,1.1052631578947367,1.1052631578947367,2.17370651192842,2.1737065119284185,1.0,1.0,1.9748417658131487,1.9748417658131487,1.0714285714285714,1.0714285714285714,2.143611537227584,2.143611537227587,0.9047619047619048,0.9047619047619048,4.0944168329704205,4.094416832970421,3.74607017928706,3.746070179287061,1,2
1240,2024-12-05,56,28,1,5,Completa,Bebidas,6,9.45,Centro,5,Transferencia,515,9.45,49,12,3,2.0,2.0,2.0,2.0,2.0,0.9999999999999984,0.9999999999999976,2.857142857142857,2.857142857142857,1.2149857925879095,1.2149857925879102,3.071428571428572,3.071428571428572,1.4392458342578494,1.4392458342578494,2.833333333333333,2.833333333333333,1.3666806839763357,1.366680683976334,3.071428571428572,3.071428571428572,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.8857142857142857,2.8857142857142857,2.9761904761904763,2.9761904761904763,18.9,1.0,1.0,2.000000000000003,2.000000000000005,0.7,0.7,1.6461097835062055,1.6461097835062053,0.6511627906976744,0.6511627906976744,1.389616667559302,1.389616667559302,0.7058823529411764,0.7058823529411764,1.4633996246885057,1.4633996246885077,0.9302325581395348,0.9302325581395348,4.072128649730767,4.072128649730767,3.4713879788225994,3.4713879788226008,1,2
1817,2024-12-11,73,29,6,4,Completa,Bebidas,6,11.54,Centro,4,Mercado Pago,678,69.24,50,12,2,1.0,1.0,1.0,2.0,2.0,0.9999999999999986,0.9999999999999976,2.4285714285714284,2.4285714285714284,1.272418020560701,1.2724180205607014,2.7857142857142856,2.7857142857142856,1.4238934396479703,1.4238934396479708,2.7666666666666666,2.7666666666666666,1.4064710873459971,1.4064710873459956,2.7857142857142856,2.7857142857142856,2.8095238095238093,2.8095238095238093,2.75,2.75,2.8857142857142857,2.8857142857142857,2.9285714285714284,2.9285714285714284,11.54,0.5,0.5,1.0000000000000016,1.0000000000000024,0.411764705882353,0.411764705882353,0.7859052479933774,0.785905247993377,0.358974358974359,0.358974358974359,0.7022997453006247,0.7022997453006244,0.3614457831325301,0.3614457831325301,0.7109993294543966,0.7109993294543974,0.8717948717948718,0.8717948717948718,3.7009894491321296,3.7009894491321296,3.0901580499331307,3.090158049933132,1,0
2358,2024-12-19,316,28,1,5,Completa,Bebidas,6,9.45,Centro,5,Transferencia,2854,9.45,51,12,3,6.0,6.0,6.0,3.0,3.0,2.6457513110645907,2.6457513110645903,2.7142857142857144,2.7142857142857144,1.7994708216848732,1.7994708216848734,2.9285714285714284,2.9285714285714284,1.6391501416322996,1.6391501416322996,2.9,2.9,1.516575088810311,1.5165750888103091,2.9285714285714284,2.9285714285714284,2.9047619047619047,2.9047619047619047,2.75,2.75,2.914285714285714,2.914285714285714,3.0,3.0,56.7,2.0,2.0,2.2677868380553634,2.267786838055364,2.210526315789473,2.210526315789473,3.33431358135727,3.33431358135727,2.048780487804878,2.048780487804878,3.660433445117527,3.660433445117527,2.0689655172413794,2.0689655172413794,3.9562828403747208,3.956282840374724,0.9268292682926832,0.9268292682926832,4.513756535970588,4.513756535970588,4.884277944573228,4.884277944573228,1,2
1916,2024-12-25,98,30,4,4,Completa,Bebidas,6,13.54,Centro,4,Mercado Pago,910,54.16,52,12,2,1.0,1.0,1.0,2.6666666666666665,2.6666666666666665,2.8867513459481287,2.886751345948128,2.2857142857142856,2.2857142857142856,1.7994708216848727,1.799470821684873,2.642857142857143,2.642857142857143,1.5984195491000026,1.5984195491000028,2.8,2.8,1.540264195877918,1.5402641958779169,2.642857142857143,2.642857142857143,2.8095238095238093,2.8095238095238093,2.6785714285714284,2.6785714285714284,2.8,2.8,2.952380952380953,2.952380952380953,13.54,0.375,0.375,0.3464101615137754,0.3464101615137755,0.4375,0.4375,0.5557189302262119,0.5557189302262119,0.3783783783783784,0.3783783783783784,0.6256179740563449,0.6256179740563449,0.3571428571428571,0.3571428571428571,0.6492392686113314,0.6492392686113319,0.8648648648648648,0.8648648648648648,4.085185107399158,4.085185107399159,4.1130761638511375,4.1130761638511375,1,1
1044,2024-02-09,69,29,1,5,Completa,Bebidas,6,11.54,Cuyo,5,Transferencia,632,11.54,6,2,4,4.0,,,3.6666666666666665,,2.516611478423584,,2.571428571428572,,1.9023794624226824,,2.7142857142857144,,1.6374732612530447,,2.7333333333333334,,1.436790804568277,,2.7142857142857144,,2.857142857142857,,2.75,,2.8,,3.0,,,,,,,,,,,,,,,,,,,0.9473684210526316,,4.473808033851254,,4.891832903372611,,2,1
1218,2024-02-11,34,29,1,2,Completa,Bebidas,6,11.54,Cuyo,2,Tarjeta de Crédito,302,11.54,6,2,6,1.0,1.0,1.0,2.0,,1.7320508075688763,,2.571428571428572,,1.9023794624226824,,2.7142857142857144,,1.6374732612530447,,2.6666666666666665,,1.470006646321671,,2.7142857142857144,,2.761904761904762,,2.75,,2.8,,2.9047619047619047,,11.54,0.5,,0.5773502691896261,,0.3888888888888888,,0.5256574830378472,,0.3684210526315789,,0.6106969949755207,,0.375,,0.6802690331382197,,0.9473684210526316,,4.473808033851254,,4.891832903372611,,2,2
1934,2024-02-11,69,27,1,2,Completa,Bebidas,6,6.21,Cuyo,2,Tarjeta de Crédito,633,6.21,6,2,6,1.0,1.0,1.0,2.0,,1.7320508075688763,,2.2857142857142856,,1.9760470401187056,,2.5,,1.6525039276108335,,2.6333333333333333,,1.4967397519467014,,2.5,,2.761904761904762,,2.7142857142857144,,2.742857142857143,,2.833333333333333,,6.21,0.5,,0.5773502691896261,,0.4375,,0.5060608273474744,,0.4,,0.6051422833504461,,0.379746835443038,,0.6681188220593274,,0.9142857142857144,,4.261761325832991,,4.516678948842755,,2,2
1842,2024-02-17,224,29,2,1,Completa,Bebidas,6,11.54,Cuyo,1,Efectivo,2030,23.08,7,2,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.142857142857143,,2.0354009783964275,,2.5,,1.6525039276108335,,2.6333333333333333,,1.4967397519467014,,2.5,,2.761904761904762,,2.6785714285714284,,2.7142857142857144,,2.761904761904762,,11.54,1.0,1.0,,,0.4666666666666667,,0.491303684440518,,0.4,,0.6051422833504461,,0.379746835443038,,0.6681188220593274,,0.8571428571428571,,4.17825812125357,,4.361573525135202,,2,2
801,2024-02-18,37,27,3,1,Completa,Bebidas,6,6.21,Cuyo,1,Efectivo,333,18.63,7,2,6,2.0,2.0,2.0,1.3333333333333333,1.3333333333333333,0.5773502691896208,0.5773502691896258,2.2857142857142856,,1.9760470401187056,,2.357142857142857,,1.5984195491000024,,2.6333333333333333,,1.4967397519467014,,2.357142857142857,,2.619047619047619,,2.6785714285714284,,2.657142857142857,,2.7857142857142856,,12.42,1.5,1.5,3.464101615137784,3.464101615137754,0.875,,1.0121216546949483,,0.8484848484848485,,1.25123594811269,,0.759493670886076,,1.3362376441186548,,0.9696969696969696,,4.261761325832992,,4.516678948842756,,2,2
2235,2024-02-22,20,28,6,5,Completa,Bebidas,6,9.45,Cuyo,5,Transferencia,166,56.7,8,2,3,3.0,3.0,3.0,2.0,2.0,0.999999999999998,1.0,1.8571428571428568,,1.2149857925879086,,2.2857142857142856,,1.5406577730392863,,2.6666666666666665,,1.4932799662056897,,2.2857142857142856,,2.571428571428572,,2.642857142857143,,2.571428571428572,,2.738095238095238,,28.35,1.5,1.5,3.000000000000006,3.0,1.6153846153846154,,2.469164675259311,,1.3125,,1.9472202409246535,,1.125,,2.009000366905592,,0.8125000000000001,,3.072128649730766,,2.256402186234688,,2,0
438,2024-03-08,307,29,5,2,Completa,Bebidas,6,11.54,Cuyo,2,Tarjeta de Crédito,2745,57.7,10,3,4,6.0,6.0,6.0,3.6666666666666665,3.6666666666666665,2.0816659994661326,2.0816659994661326,2.571428571428572,,1.9023794624226824,,2.4285714285714284,,1.785164750607962,,2.8,,1.6060231457944771,,2.4285714285714284,,2.619047619047619,,2.75,,2.657142857142857,,2.761904761904762,,69.24,1.6363636363636365,1.6363636363636365,2.8823067684915684,2.8823067684915684,2.333333333333333,,3.1539448982270835,,2.4705882352941178,,3.3610343235584383,,2.142857142857143,,3.735936194762551,,1.058823529411765,,4.473808033851254,,4.891832903372611,,2,1
2478,2024-03-17,109,29,3,3,Completa,Bebidas,6,11.54,Cuyo,3,Tarjeta de Débito,1004,34.62,11,3,6,5.0,5.0,5.0,4.666666666666667,4.666666666666667,1.5275252316519472,1.5275252316519463,2.7142857142857144,2.7142857142857144,2.05866345916355,2.0586634591635518,2.642857142857143,,1.9057460827371868,,2.833333333333333,,1.6417680405132071,,2.642857142857143,,2.7142857142857144,,2.821428571428572,,2.742857142857143,,2.7857142857142856,,57.7,1.0714285714285714,1.0714285714285714,3.2732683535398848,3.2732683535398865,1.8421052631578947,1.8421052631578947,2.4287602608109324,2.4287602608109307,1.891891891891892,,2.623644380167685,,1.7647058823529411,,3.0454972180095723,,1.0270270270270272,,4.772949173449264,4.772949173449266,5.587800817729636,5.587800817729639,2,1
86,2024-03-29,188,30,2,4,Completa,Bebidas,6,13.54,Cuyo,4,Mercado Pago,1718,27.08,13,3,4,3.0,3.0,3.0,4.666666666666667,4.666666666666667,1.5275252316519472,1.5275252316519463,3.0,3.0,1.914854215512675,1.914854215512676,2.7857142857142856,,1.847183778644646,,2.833333333333333,,1.6417680405132071,,2.7857142857142856,,2.8095238095238093,,2.821428571428572,,2.8,,2.833333333333333,,40.62,0.6428571428571428,0.6428571428571428,1.9639610121239308,1.963961012123932,1.0,1.0,1.5666989036012815,1.5666989036012806,1.0769230769230769,,1.6240939503059204,,1.0588235294117647,,1.827298330805744,,1.0769230769230769,,4.914854215512675,4.914854215512676,5.744562646538025,5.744562646538029,2,1
2229,2024-04-12,312,27,2,1,Completa,Bebidas,6,6.21,Cuyo,1,Efectivo,2802,12.42,15,4,4,2.0,2.0,2.0,3.333333333333333,3.333333333333333,1.5275252316519463,1.5275252316519463,3.142857142857143,3.142857142857143,1.7728105208558356,1.772810520855837,2.7142857142857144,,1.8575654633281304,,2.8,,1.6484057083468096,,2.7142857142857144,,2.7142857142857144,,2.857142857142857,,2.8,,2.8095238095238093,,12.42,0.6,0.6,1.3093073414159546,1.3093073414159544,0.6363636363636364,0.6363636363636364,1.1281521496355331,1.1281521496355325,0.7368421052631579,,1.0766780711010178,,0.7142857142857143,,1.2132935416765849,,1.157894736842105,,4.915667663712979,4.91566766371298,5.571690208404054,5.571690208404058,2,2
2949,2024-04-15,24,28,6,4,Completa,Bebidas,6,9.45,Cuyo,4,Mercado Pago,205,56.7,16,4,0,2.0,2.0,2.0,2.333333333333333,2.333333333333333,0.5773502691896232,0.5773502691896254,3.2857142857142856,3.2857142857142856,1.603567451474545,1.6035674514745464,2.7142857142857144,,1.8575654633281304,,2.7666666666666666,,1.6543220995910697,,2.7142857142857144,,2.761904761904762,,2.892857142857143,,2.8,,2.8095238095238093,,18.9,0.8571428571428571,0.8571428571428571,3.46410161513777,3.4641016151377566,0.6086956521739131,0.6086956521739131,1.247219128924648,1.247219128924647,0.7368421052631579,,1.0766780711010178,,0.7228915662650602,,1.2089544112929267,,1.2105263157894737,,4.88928173718883,4.889281737188832,5.268864483416362,5.268864483416366,2,0
2162,2024-04-16,304,28,4,4,Pendiente,Bebidas,6,9.45,Cuyo,4,Mercado Pago,2722,37.8,16,4,1,6.0,6.0,6.0,3.333333333333333,3.333333333333333,2.309401076758503,2.309401076758504,3.857142857142857,3.857142857142857,1.7728105208558362,1.772810520855837,3.071428571428572,,1.9792883614022536,,2.933333333333333,,1.720732268608306,,3.071428571428572,,2.857142857142857,,2.9285714285714284,,2.914285714285714,,2.857142857142857,,56.7,1.7999999999999998,1.7999999999999998,2.598076211353316,2.598076211353316,1.5555555555555556,1.5555555555555556,3.3844564489065982,3.3844564489065974,1.9534883720930232,,3.0313925535080792,,2.0454545454545454,,3.4868875939966424,,1.255813953488372,,5.629953377998693,5.629953377998694,6.837983437586797,6.837983437586799,2,1
2661,2024-04-18,121,29,3,2,Completa,Bebidas,6,11.54,Cuyo,2,Tarjeta de Crédito,1104,34.62,16,4,3,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.732050807568877,1.7320508075688772,2.9285714285714284,,1.8171950369175576,,3.033333333333333,,1.6914252984479945,,2.9285714285714284,,2.857142857142857,,2.9285714285714284,,2.914285714285714,,2.8095238095238093,,46.16,1.0,1.0,2.0,2.0,1.0,1.0,2.309401076758504,2.309401076758504,1.3658536585365857,,2.201194653703796,,1.3186813186813189,,2.364869440979918,,1.3658536585365857,,5.732050807568877,5.732050807568877,6.928203230275508,6.928203230275509,2,1
2777,2024-04-18,24,28,6,4,Completa,Bebidas,6,9.45,Cuyo,4,Mercado Pago,206,56.7,16,4,3,3.0,3.0,3.0,4.333333333333333,4.333333333333333,1.5275252316519468,1.5275252316519472,3.571428571428572,3.571428571428572,1.511857892036908,1.5118578920369088,3.071428571428572,,1.730463953541216,,2.966666666666667,,1.6501480254047298,,3.071428571428572,,2.8095238095238093,,2.857142857142857,,2.914285714285714,,2.8095238095238093,,28.35,0.6923076923076924,0.6923076923076924,1.9639610121239317,1.9639610121239308,0.84,0.84,1.984313483298444,1.984313483298443,0.9767441860465116,,1.733639116758722,,1.0112359550561798,,1.8180187194201525,,1.162790697674419,,5.08328646346548,5.08328646346548,5.399492471560387,5.3994924715603885,2,4
2544,2024-05-05,34,30,1,1,Completa,Bebidas,6,13.54,Cuyo,1,Efectivo,304,13.54,18,5,6,6.0,6.0,6.0,4.333333333333333,4.333333333333333,1.5275252316519468,1.5275252316519472,3.7142857142857135,3.7142857142857135,1.7043362064926928,1.7043362064926937,3.2142857142857144,3.2142857142857144,1.8883680959850144,1.8883680959850135,3.033333333333333,,1.7317189652806388,,3.2142857142857144,3.2142857142857144,3.0,,2.9642857142857144,,3.0,,2.9047619047619047,,81.24,1.3846153846153848,1.3846153846153848,3.9279220242478634,3.9279220242478616,1.6153846153846154,1.6153846153846154,3.5204321642308103,3.520432164230809,1.8666666666666667,1.8666666666666667,3.177346626834568,3.1773466268345683,1.978021978021978,,3.4647654268934174,,1.1555555555555554,1.1555555555555554,5.418621920778407,5.418621920778408,6.330391624115716,6.330391624115719,2,4
1050,2024-05-11,115,27,3,4,Completa,Bebidas,6,6.21,Cuyo,4,Mercado Pago,1052,18.63,19,5,5,1.0,1.0,1.0,3.333333333333333,3.333333333333333,2.516611478423584,2.516611478423584,3.4285714285714284,3.4285714285714284,1.988059594776009,1.9880595947760096,3.2142857142857144,3.2142857142857144,1.8883680959850144,1.8883680959850135,2.9,,1.7290619342330673,,3.2142857142857144,3.2142857142857144,3.0,,2.9642857142857144,,2.942857142857143,,2.9047619047619047,,6.21,0.3,0.3,0.3973597071195131,0.3973597071195131,0.2916666666666667,0.2916666666666667,0.5030030300035689,0.5030030300035687,0.3111111111111111,0.3111111111111111,0.5295577711390946,0.5295577711390947,0.3448275862068966,,0.5783482825001027,,1.0666666666666669,1.0666666666666669,5.4166310233474375,5.416631023347438,6.816204324946317,6.816204324946319,2,1
