Fecha,Region,ID_Producto,Categoria,Cantidad_Semanal,Cantidad_Predicha,Modelo_Usado
2024-02-22,Cuyo,28,Bebidas,9,26.857142857142858,Media_Movil
2024-03-08,Cuyo,29,Bebidas,28,,LGBM
2024-03-17,Cuyo,29,Bebidas,41,,LGBM
2024-03-29,Cuyo,30,Bebidas,31,,LGBM
2024-04-12,Cuyo,27,Bebidas,22,,LGBM
2024-04-15,Cuyo,28,Bebidas,32,25.714285714285715,Media_Movil
2024-04-16,Cuyo,28,Bebidas,32,27.285714285714285,Media_Movil
2024-04-18,Cuyo,29,Bebidas,32,,LGBM
2024-04-18,Cuyo,28,Bebidas,32,29.857142857142858,Media_Movil
2024-05-05,Cuyo,30,Bebidas,5,,LGBM
2024-05-11,Cuyo,27,Bebidas,21,,LGBM
2024-05-16,Cuyo,29,Bebidas,23,,LGBM
2024-05-18,Cuyo,28,Bebidas,23,29.571428571428573,Media_Movil
2024-05-22,Cuyo,27,Bebidas,20,,LGBM
2024-05-23,Cuyo,29,Bebidas,20,,LGBM
2024-05-24,Cuyo,28,Bebidas,20,27.428571428571427,Media_Movil
2024-06-01,Cuyo,27,Bebidas,27,,LGBM
2024-06-03,Cuyo,29,Bebidas,47,,LGBM
2024-06-05,Cuyo,29,Bebidas,47,,LGBM
2024-06-16,Cuyo,29,Bebidas,20,,LGBM
2024-06-21,Cuyo,27,Bebidas,20,,LGBM
2024-06-30,Cuyo,28,Bebidas,18,27.0,Media_Movil
2024-07-06,Cuyo,29,Bebidas,37,,LGBM
2024-07-09,Cuyo,30,Bebidas,31,,LGBM
2024-07-10,Cuyo,27,Bebidas,31,,LGBM
2024-07-14,Cuyo,29,Bebidas,31,,LGBM
2024-07-15,Cuyo,30,Bebidas,23,,LGBM
2024-07-16,Cuyo,27,Bebidas,23,,LGBM
2024-07-29,Cuyo,27,Bebidas,31,,LGBM
2024-07-30,Cuyo,29,Bebidas,31,,LGBM
2024-08-05,Cuyo,29,Bebidas,35,,LGBM
2024-08-05,Cuyo,29,Bebidas,35,,LGBM
2024-08-11,Cuyo,29,Bebidas,35,,LGBM
2024-08-19,Cuyo,28,Bebidas,34,23.714285714285715,Media_Movil
2024-08-21,Cuyo,27,Bebidas,34,,LGBM
2024-08-21,Cuyo,29,Bebidas,34,,LGBM
2024-09-02,Cuyo,30,Bebidas,17,,LGBM
2024-09-08,Cuyo,28,Bebidas,17,27.285714285714285,Media_Movil
2024-09-20,Cuyo,27,Bebidas,23,,LGBM
2024-09-25,Cuyo,28,Bebidas,36,25.142857142857142,Media_Movil
2024-10-04,Cuyo,29,Bebidas,18,,LGBM
2024-10-26,Cuyo,27,Bebidas,12,,LGBM
2024-10-31,Cuyo,28,Bebidas,35,25.714285714285715,Media_Movil
2024-11-08,Cuyo,29,Bebidas,30,,LGBM
2024-11-26,Cuyo,28,Bebidas,33,26.142857142857142,Media_Movil
2024-12-02,Cuyo,29,Bebidas,8,,LGBM
2024-12-15,Cuyo,27,Bebidas,13,,LGBM
2024-12-25,Cuyo,27,Bebidas,35,,LGBM
2024-02-06,NEA,28,Bebidas,16,27.571428571428573,Media_Movil
2024-02-14,NEA,27,Bebidas,11,,LGBM
2024-02-24,NEA,30,Bebidas,14,,LGBM
2024-03-22,NEA,29,Bebidas,4,,LGBM
2024-03-30,NEA,28,Bebidas,12,27.0,Media_Movil
2024-04-15,NEA,27,Bebidas,24,,LGBM
2024-04-21,NEA,30,Bebidas,24,,LGBM
2024-05-17,NEA,28,Bebidas,3,26.142857142857142,Media_Movil
2024-05-27,NEA,30,Bebidas,32,,LGBM
2024-06-01,NEA,29,Bebidas,32,,LGBM
2024-06-02,NEA,28,Bebidas,32,21.714285714285715,Media_Movil
2024-06-02,NEA,30,Bebidas,32,,LGBM
2024-06-14,NEA,29,Bebidas,27,,LGBM
2024-06-15,NEA,27,Bebidas,27,,LGBM
2024-06-16,NEA,27,Bebidas,27,,LGBM
2024-06-22,NEA,28,Bebidas,19,23.857142857142858,Media_Movil
2024-06-25,NEA,28,Bebidas,18,21.428571428571427,Media_Movil
2024-06-27,NEA,27,Bebidas,18,,LGBM
2024-06-29,NEA,30,Bebidas,18,,LGBM
2024-07-17,NEA,28,Bebidas,13,19.0,Media_Movil
2024-07-28,NEA,29,Bebidas,25,,LGBM
2024-07-30,NEA,29,Bebidas,14,,LGBM
2024-08-08,NEA,27,Bebidas,25,,LGBM
2024-08-10,NEA,30,Bebidas,25,,LGBM
2024-08-19,NEA,29,Bebidas,13,,LGBM
2024-08-20,NEA,30,Bebidas,13,,LGBM
2024-09-04,NEA,30,Bebidas,29,,LGBM
2024-09-07,NEA,28,Bebidas,29,16.142857142857142,Media_Movil
2024-09-22,NEA,29,Bebidas,20,,LGBM
2024-09-28,NEA,29,Bebidas,34,,LGBM
2024-10-03,NEA,27,Bebidas,27,,LGBM
2024-10-06,NEA,30,Bebidas,27,,LGBM
2024-10-17,NEA,30,Bebidas,22,,LGBM
2024-10-25,NEA,27,Bebidas,3,,LGBM
2024-11-05,NEA,27,Bebidas,27,,LGBM
2024-11-30,NEA,28,Bebidas,17,18.0,Media_Movil
2024-12-13,NEA,27,Bebidas,24,,LGBM
2024-12-26,NEA,28,Bebidas,18,18.714285714285715,Media_Movil
2024-06-27,NOA,30,Bebidas,6,,LGBM
2024-07-11,NOA,30,Bebidas,8,,LGBM
2024-07-18,NOA,27,Bebidas,16,,LGBM
2024-07-24,NOA,28,Bebidas,4,20.857142857142858,Media_Movil
2024-09-19,NOA,30,Bebidas,2,,LGBM
2024-10-01,NOA,27,Bebidas,5,,LGBM
2024-11-04,NOA,30,Bebidas,5,,LGBM
2024-12-01,NOA,27,Bebidas,4,,LGBM
2024-12-09,NOA,27,Bebidas,5,,LGBM
2024-12-21,NOA,29,Bebidas,7,,LGBM
2024-12-27,NOA,30,Bebidas,4,,LGBM
2024-02-04,Patagonia,27,Bebidas,19,,LGBM
2024-02-10,Patagonia,28,Bebidas,24,16.857142857142858,Media_Movil
2024-02-19,Patagonia,29,Bebidas,15,,LGBM
2024-02-29,Patagonia,30,Bebidas,26,,LGBM
2024-03-03,Patagonia,29,Bebidas,26,,LGBM
2024-03-15,Patagonia,28,Bebidas,37,17.571428571428573,Media_Movil
2024-03-16,Patagonia,30,Bebidas,37,,LGBM
2024-03-16,Patagonia,30,Bebidas,37,,LGBM
2024-03-27,Patagonia,30,Bebidas,23,,LGBM
2024-04-14,Patagonia,28,Bebidas,34,20.285714285714285,Media_Movil
2024-04-16,Patagonia,28,Bebidas,46,23.285714285714285,Media_Movil
2024-04-18,Patagonia,28,Bebidas,46,25.714285714285715,Media_Movil
2024-04-19,Patagonia,27,Bebidas,46,,LGBM
2024-04-26,Patagonia,27,Bebidas,28,,LGBM
2024-05-03,Patagonia,27,Bebidas,35,,LGBM
2024-05-08,Patagonia,29,Bebidas,25,,LGBM
2024-05-10,Patagonia,27,Bebidas,25,,LGBM
2024-05-13,Patagonia,27,Bebidas,25,,LGBM
2024-05-13,Patagonia,30,Bebidas,25,,LGBM
2024-05-18,Patagonia,29,Bebidas,25,,LGBM
2024-05-31,Patagonia,27,Bebidas,23,,LGBM
2024-06-05,Patagonia,27,Bebidas,33,,LGBM
2024-06-06,Patagonia,30,Bebidas,33,,LGBM
2024-06-08,Patagonia,30,Bebidas,33,,LGBM
2024-06-11,Patagonia,29,Bebidas,46,,LGBM
2024-06-17,Patagonia,29,Bebidas,45,,LGBM
2024-06-24,Patagonia,27,Bebidas,36,,LGBM
2024-06-25,Patagonia,29,Bebidas,36,,LGBM
2024-07-05,Patagonia,27,Bebidas,35,,LGBM
2024-07-06,Patagonia,29,Bebidas,35,,LGBM
2024-07-12,Patagonia,27,Bebidas,22,,LGBM
2024-07-16,Patagonia,29,Bebidas,33,,LGBM
2024-07-22,Patagonia,29,Bebidas,40,,LGBM
2024-08-22,Patagonia,28,Bebidas,25,29.857142857142858,Media_Movil
2024-08-29,Patagonia,30,Bebidas,21,,LGBM
2024-09-01,Patagonia,29,Bebidas,21,,LGBM
2024-09-22,Patagonia,30,Bebidas,23,,LGBM
2024-09-27,Patagonia,30,Bebidas,28,,LGBM
2024-10-03,Patagonia,28,Bebidas,24,30.857142857142858,Media_Movil
2024-10-05,Patagonia,28,Bebidas,24,33.714285714285715,Media_Movil
2024-10-15,Patagonia,30,Bebidas,20,,LGBM
2024-10-22,Patagonia,28,Bebidas,26,33.714285714285715,Media_Movil
2024-10-23,Patagonia,29,Bebidas,26,27.183586978735587,LGBM
2024-11-09,Patagonia,30,Bebidas,56,24.05761728439395,LGBM
2024-11-18,Patagonia,27,Bebidas,58,23.336215693995435,LGBM
2024-11-22,Patagonia,29,Bebidas,58,26.087873470860405,LGBM
2024-12-01,Patagonia,29,Bebidas,24,28.368106753120752,LGBM
2024-12-02,Patagonia,27,Bebidas,29,31.581311416063446,LGBM
2024-12-08,Patagonia,28,Bebidas,29,32.142857142857146,Media_Movil
2024-12-12,Patagonia,28,Bebidas,19,31.428571428571427,Media_Movil
2024-12-13,Patagonia,29,Bebidas,19,27.482853114976926,LGBM
2024-12-16,Patagonia,28,Bebidas,21,27.571428571428573,Media_Movil
2024-12-19,Patagonia,29,Bebidas,21,35.03326076226553,LGBM
2024-12-19,Patagonia,29,Bebidas,21,31.53141927154188,LGBM
2024-12-28,Patagonia,30,Bebidas,22,29.33092373937522,LGBM
2024-12-28,Patagonia,27,Bebidas,22,29.989109486332758,LGBM
2024-02-03,Buenos Aires,23,Congelados,10,44.70111512413417,LGBM
2024-02-05,Buenos Aires,23,Congelados,43,50.160763267382706,LGBM
2024-02-07,Buenos Aires,23,Congelados,43,53.582980918379015,LGBM
2024-02-13,Buenos Aires,24,Congelados,66,54.453026284055596,LGBM
2024-02-18,Buenos Aires,23,Congelados,66,51.1897337182523,LGBM
2024-02-18,Buenos Aires,23,Congelados,66,54.0347757545475,LGBM
2024-02-20,Buenos Aires,25,Congelados,40,51.804673204164345,LGBM
2024-02-22,Buenos Aires,23,Congelados,40,51.750314013169856,LGBM
2024-02-27,Buenos Aires,26,Congelados,55,58.31194528785801,LGBM
2024-02-28,Buenos Aires,25,Congelados,55,53.22775353737672,LGBM
2024-02-28,Buenos Aires,25,Congelados,55,48.90827018914941,LGBM
2024-02-28,Buenos Aires,23,Congelados,55,50.67163359866942,LGBM
2024-02-28,Buenos Aires,25,Congelados,55,53.87482921359745,LGBM
2024-03-06,Buenos Aires,23,Congelados,41,54.45190049759443,LGBM
2024-03-07,Buenos Aires,23,Congelados,41,69.66359326417661,LGBM
2024-03-07,Buenos Aires,26,Congelados,41,54.987407489922404,LGBM
2024-03-11,Buenos Aires,23,Congelados,40,59.01472251893032,LGBM
2024-03-19,Buenos Aires,23,Congelados,65,71.55611673699684,LGBM
2024-03-25,Buenos Aires,25,Congelados,85,65.77769100900787,LGBM
2024-03-26,Buenos Aires,24,Congelados,85,71.89092263849444,LGBM
2024-03-27,Buenos Aires,24,Congelados,85,69.513667335768,LGBM
2024-03-29,Buenos Aires,23,Congelados,85,61.18142218177052,LGBM
2024-04-12,Buenos Aires,24,Congelados,47,73.9291099663332,LGBM
2024-04-12,Buenos Aires,26,Congelados,47,66.9988347939095,LGBM
2024-04-12,Buenos Aires,26,Congelados,47,62.64614369635234,LGBM
2024-04-13,Buenos Aires,23,Congelados,47,73.73328616760327,LGBM
2024-04-13,Buenos Aires,24,Congelados,47,60.987416365275536,LGBM
2024-04-20,Buenos Aires,23,Congelados,41,68.29823425458332,LGBM
2024-05-08,Buenos Aires,23,Congelados,64,56.95381651616277,LGBM
2024-05-09,Buenos Aires,26,Congelados,64,75.99087898993209,LGBM
2024-05-11,Buenos Aires,23,Congelados,64,65.61429754384989,LGBM
2024-05-12,Buenos Aires,26,Congelados,64,47.12470774068502,LGBM
2024-05-13,Buenos Aires,26,Congelados,57,50.160316690369,LGBM
2024-05-16,Buenos Aires,23,Congelados,57,50.40485764183696,LGBM
2024-05-20,Buenos Aires,25,Congelados,49,60.255141170772134,LGBM
2024-05-20,Buenos Aires,23,Congelados,49,58.68316349022929,LGBM
2024-05-25,Buenos Aires,25,Congelados,49,50.90497430156516,LGBM
2024-05-26,Buenos Aires,23,Congelados,49,61.373793904808714,LGBM
2024-05-28,Buenos Aires,25,Congelados,71,70.90424712326079,LGBM
2024-05-29,Buenos Aires,26,Congelados,71,74.59023054716367,LGBM
2024-05-31,Buenos Aires,24,Congelados,71,67.4259485676359,LGBM
2024-06-06,Buenos Aires,24,Congelados,64,53.409042415418426,LGBM
2024-06-06,Buenos Aires,24,Congelados,64,63.738649941219876,LGBM
2024-06-08,Buenos Aires,26,Congelados,64,56.46473699943269,LGBM
2024-06-11,Buenos Aires,26,Congelados,46,42.97775885538963,LGBM
2024-06-13,Buenos Aires,25,Congelados,46,56.35941672040512,LGBM
2024-06-13,Buenos Aires,25,Congelados,46,59.61706114987407,LGBM
2024-06-18,Buenos Aires,24,Congelados,35,53.881371865753295,LGBM
2024-06-24,Buenos Aires,24,Congelados,41,61.31782791524628,LGBM
2024-06-25,Buenos Aires,26,Congelados,41,54.10165332538358,LGBM
2024-06-27,Buenos Aires,24,Congelados,41,48.7285887137639,LGBM
2024-06-30,Buenos Aires,24,Congelados,41,46.13729733496166,LGBM
2024-07-01,Buenos Aires,24,Congelados,61,54.13471913062216,LGBM
2024-07-03,Buenos Aires,24,Congelados,61,52.345544909824746,LGBM
2024-07-07,Buenos Aires,23,Congelados,61,61.39100721786942,LGBM
2024-07-07,Buenos Aires,24,Congelados,61,58.62382475809683,LGBM
2024-07-09,Buenos Aires,24,Congelados,58,61.03893161582759,LGBM
2024-07-17,Buenos Aires,23,Congelados,35,55.43740787179272,LGBM
2024-07-19,Buenos Aires,23,Congelados,35,37.45625928112712,LGBM
2024-07-19,Buenos Aires,26,Congelados,35,58.89867222922574,LGBM
2024-07-20,Buenos Aires,25,Congelados,35,62.59627451676769,LGBM
2024-07-23,Buenos Aires,25,Congelados,76,60.30274028364886,LGBM
2024-07-26,Buenos Aires,26,Congelados,76,65.09144396828384,LGBM
2024-08-06,Buenos Aires,26,Congelados,47,58.65549038499177,LGBM
2024-08-07,Buenos Aires,23,Congelados,47,64.24405697245092,LGBM
2024-08-11,Buenos Aires,26,Congelados,47,56.27464708371399,LGBM
2024-08-12,Buenos Aires,26,Congelados,56,60.75490032691745,LGBM
2024-08-15,Buenos Aires,25,Congelados,56,47.91514324561781,LGBM
2024-08-17,Buenos Aires,23,Congelados,56,48.35019969031871,LGBM
2024-08-22,Buenos Aires,26,Congelados,70,47.64948308532319,LGBM
2024-08-25,Buenos Aires,25,Congelados,70,43.87766319706003,LGBM
2024-08-25,Buenos Aires,23,Congelados,70,48.67627960355018,LGBM
2024-08-29,Buenos Aires,25,Congelados,37,52.2404391374121,LGBM
2024-09-09,Buenos Aires,25,Congelados,40,66.23094345098663,LGBM
2024-09-12,Buenos Aires,26,Congelados,40,61.35806422721352,LGBM
2024-09-13,Buenos Aires,25,Congelados,40,56.54306867846363,LGBM
2024-09-14,Buenos Aires,23,Congelados,40,65.51786238871034,LGBM
2024-09-15,Buenos Aires,26,Congelados,40,56.91241740538465,LGBM
2024-09-16,Buenos Aires,26,Congelados,57,61.84695524020854,LGBM
2024-09-18,Buenos Aires,23,Congelados,57,52.7058865701452,LGBM
2024-09-21,Buenos Aires,23,Congelados,57,57.15065313751206,LGBM
2024-09-22,Buenos Aires,26,Congelados,57,53.17842962546429,LGBM
2024-09-26,Buenos Aires,23,Congelados,29,74.32362929257486,LGBM
2024-09-26,Buenos Aires,25,Congelados,29,57.21445673578101,LGBM
2024-10-01,Buenos Aires,24,Congelados,74,62.35419594723835,LGBM
2024-10-02,Buenos Aires,23,Congelados,74,53.283429060291674,LGBM
2024-10-03,Buenos Aires,23,Congelados,74,76.82361588010669,LGBM
2024-10-15,Buenos Aires,25,Congelados,100,74.5980116595785,LGBM
2024-10-15,Buenos Aires,25,Congelados,100,83.7676918001082,LGBM
2024-10-17,Buenos Aires,25,Congelados,100,71.93179186421742,LGBM
2024-10-20,Buenos Aires,24,Congelados,100,67.21138310847165,LGBM
